Real Time (s):,300
Baseline (channel):,Auto
Threshold Min (channel):,250
Threshold Max (channel):,16384
Decimation (samples):,16
Wait Time (samples):,0
Channel,Counts
0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
31, 0
32, 0
33, 0
34, 0
35, 0
36, 0
37, 0
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
46, 0
47, 0
48, 0
49, 0
50, 0
51, 0
52, 0
53, 0
54, 0
55, 0
56, 0
57, 0
58, 0
59, 0
60, 0
61, 0
62, 0
63, 0
64, 0
65, 0
66, 0
67, 0
68, 0
69, 0
70, 0
71, 0
72, 0
73, 0
74, 0
75, 0
76, 0
77, 0
78, 0
79, 0
80, 0
81, 0
82, 0
83, 0
84, 0
85, 0
86, 0
87, 0
88, 0
89, 0
90, 0
91, 0
92, 0
93, 0
94, 0
95, 0
96, 0
97, 0
98, 0
99, 0
100, 0
101, 0
102, 0
103, 0
104, 0
105, 0
106, 0
107, 0
108, 0
109, 0
110, 0
111, 0
112, 0
113, 0
114, 0
115, 0
116, 0
117, 0
118, 0
119, 0
120, 0
121, 0
122, 0
123, 0
124, 0
125, 0
126, 0
127, 0
128, 0
129, 0
130, 0
131, 0
132, 0
133, 0
134, 0
135, 0
136, 0
137, 0
138, 0
139, 0
140, 0
141, 0
142, 0
143, 0
144, 0
145, 0
146, 0
147, 0
148, 0
149, 0
150, 0
151, 0
152, 0
153, 0
154, 0
155, 0
156, 0
157, 0
158, 0
159, 0
160, 0
161, 0
162, 0
163, 0
164, 0
165, 0
166, 0
167, 0
168, 0
169, 0
170, 0
171, 0
172, 0
173, 0
174, 0
175, 0
176, 0
177, 0
178, 0
179, 0
180, 0
181, 0
182, 0
183, 0
184, 0
185, 0
186, 0
187, 0
188, 0
189, 0
190, 0
191, 0
192, 0
193, 0
194, 0
195, 0
196, 0
197, 0
198, 0
199, 0
200, 0
201, 0
202, 0
203, 0
204, 0
205, 0
206, 0
207, 0
208, 0
209, 0
210, 0
211, 0
212, 0
213, 0
214, 0
215, 0
216, 0
217, 0
218, 0
219, 0
220, 0
221, 0
222, 0
223, 0
224, 0
225, 0
226, 0
227, 0
228, 0
229, 0
230, 0
231, 0
232, 0
233, 0
234, 0
235, 0
236, 0
237, 0
238, 0
239, 0
240, 0
241, 0
242, 0
243, 0
244, 0
245, 0
246, 0
247, 0
248, 0
249, 0
250, 0
251, 77
252, 77
253, 57
254, 79
255, 55
256, 61
257, 57
258, 49
259, 50
260, 61
261, 58
262, 48
263, 51
264, 43
265, 56
266, 52
267, 50
268, 44
269, 35
270, 42
271, 39
272, 49
273, 58
274, 44
275, 49
276, 45
277, 49
278, 53
279, 51
280, 52
281, 43
282, 44
283, 60
284, 46
285, 46
286, 38
287, 36
288, 41
289, 36
290, 42
291, 46
292, 41
293, 46
294, 52
295, 45
296, 56
297, 61
298, 52
299, 48
300, 42
301, 45
302, 45
303, 44
304, 43
305, 52
306, 52
307, 57
308, 39
309, 65
310, 58
311, 38
312, 46
313, 44
314, 59
315, 48
316, 45
317, 60
318, 57
319, 52
320, 39
321, 34
322, 44
323, 53
324, 53
325, 47
326, 44
327, 45
328, 47
329, 48
330, 36
331, 48
332, 51
333, 49
334, 48
335, 54
336, 43
337, 38
338, 52
339, 52
340, 47
341, 45
342, 35
343, 48
344, 37
345, 40
346, 48
347, 55
348, 58
349, 35
350, 45
351, 48
352, 48
353, 58
354, 55
355, 51
356, 50
357, 38
358, 54
359, 50
360, 40
361, 47
362, 52
363, 56
364, 45
365, 49
366, 46
367, 44
368, 52
369, 39
370, 58
371, 43
372, 54
373, 45
374, 46
375, 42
376, 49
377, 37
378, 54
379, 58
380, 63
381, 51
382, 53
383, 53
384, 47
385, 51
386, 56
387, 49
388, 51
389, 48
390, 55
391, 47
392, 51
393, 56
394, 50
395, 40
396, 46
397, 48
398, 50
399, 45
400, 53
401, 50
402, 58
403, 49
404, 52
405, 49
406, 45
407, 62
408, 43
409, 56
410, 56
411, 39
412, 51
413, 55
414, 68
415, 52
416, 68
417, 45
418, 51
419, 60
420, 53
421, 42
422, 49
423, 55
424, 50
425, 54
426, 61
427, 55
428, 45
429, 60
430, 42
431, 47
432, 51
433, 60
