Peak1,Peak1Error,Peak2,Peak2Error,Peak3,Peak3Error
2901.950594355946,227.16922981352195,7348.734541539765,361.0396832377387,10522.414725843524,271.7567674520952
2901.7411038868754,227.39157468809626,7349.186702652087,357.33922010361044,10522.994529519892,272.9640192252592
2897.0625303036195,224.84633574336803,7332.7530885156775,364.33946365340836,10504.884209362737,270.1580853383242
