Peak1,Peak1Error,Peak2,Peak2Error,Peak3,Peak3Error
1110.3976251516158,491.9125216791609,2772.5373039163196,449.9999999999912,5137.47923140361,449.99999999999994
1104.0114997649655,499.9999999999999,2776.6743164576806,449.9999854939203,5125.695761933172,386.959948142846
1105.4398463735151,489.9505985965989,2766.0451578662014,449.99999999999994,5115.586124772606,449.99999999999994
