Peak1,Peak1Error,Peak2,Peak2Error
6836.132072901514,196.08030421864012,7755.688689744909,172.37466834812895
6852.634853568473,199.05133103723978,7765.084728801807,177.81336024504023
6839.390661649949,196.14713824279409,7754.136869945644,177.03521244862603
