Real Time (s):,300
Baseline (channel):,Auto
Threshold Min (channel):,25
Threshold Max (channel):,16384
Decimation (samples):,16
Wait Time (samples):,0
Channel,Counts
0, 38
1, 31
2, 36
3, 26
4, 32
5, 37
6, 35
7, 28
8, 40
9, 38
10, 29
11, 34
12, 49
13, 36
14, 29
15, 34
16, 32
17, 35
18, 40
19, 35
20, 36
21, 37
22, 34
23, 31
24, 24
25, 37
26, 3494
27, 3510
28, 3422
29, 3361
30, 3314
31, 3313
32, 3263
33, 3244
34, 3326
35, 3324
36, 3177
37, 3157
38, 3168
39, 3121
40, 3189
41, 3114
42, 3076
43, 3065
44, 3176
45, 3159
46, 3104
47, 3114
48, 3083
49, 3020
50, 3098
51, 3089
52, 3069
53, 3033
54, 3059
55, 2951
56, 2932
57, 2950
58, 2928
59, 2990
60, 2917
61, 2982
62, 2992
63, 2930
64, 2927
65, 2994
66, 2929
67, 2898
68, 2857
69, 2954
70, 2902
71, 2946
72, 2887
73, 2755
74, 2850
75, 2888
76, 2742
77, 2875
78, 2894
79, 2815
80, 2883
81, 2875
82, 2805
83, 2819
84, 2763
85, 2818
86, 2764
87, 2886
88, 2798
89, 2753
90, 2784
91, 2711
92, 2767
93, 2782
94, 2807
95, 2782
96, 2719
97, 2789
98, 2709
99, 2807
100, 2747
101, 2707
102, 2726
103, 2782
104, 2804
105, 2753
106, 2762
107, 2690
108, 2708
109, 2703
110, 2626
111, 2717
112, 2741
113, 2702
114, 2719
115, 2670
116, 2728
117, 2690
118, 2697
119, 2588
120, 2734
121, 2619
122, 2600
123, 2731
124, 2739
125, 2678
126, 2666
127, 2703
128, 2606
129, 2642
130, 2607
131, 2778
132, 2635
133, 2559
134, 2648
135, 2705
136, 2631
137, 2630
138, 2650
139, 2639
140, 2703
141, 2673
142, 2575
143, 2652
144, 2658
145, 2764
146, 2566
147, 2620
148, 2626
149, 2592
150, 2651
151, 2620
152, 2636
153, 2599
154, 2616
155, 2642
156, 2584
157, 2614
158, 2580
159, 2673
160, 2520
161, 2667
162, 2648
163, 2543
164, 2644
165, 2518
166, 2624
167, 2601
168, 2534
169, 2661
170, 2547
171, 2548
172, 2614
173, 2430
174, 2525
175, 2482
176, 2595
177, 2526
178, 2590
179, 2511
180, 2545
181, 2528
182, 2570
183, 2480
184, 2552
185, 2574
186, 2563
187, 2507
188, 2504
189, 2574
190, 2464
191, 2458
192, 2517
193, 2501
194, 2554
195, 2585
196, 2541
197, 2454
198, 2519
199, 2523
200, 2463
201, 2410
202, 2545
203, 2506
204, 2560
205, 2562
206, 2507
207, 2454
208, 2513
209, 2486
210, 2466
211, 2458
212, 2517
213, 2595
214, 2458
215, 2515
216, 2440
217, 2470
218, 2511
219, 2513
220, 2383
221, 2473
222, 2420
223, 2357
224, 2473
225, 2379
226, 2397
227, 2400
228, 2467
229, 2523
230, 2471
231, 2389
232, 2386
233, 2421
234, 2371
235, 2375
236, 2311
237, 2355
238, 2304
239, 2388
240, 2369
241, 2382
242, 2351
243, 2326
244, 2425
245, 2304
246, 2349
247, 2330
248, 2302
249, 2428
250, 2365
251, 2379
252, 2353
253, 2299
254, 2255
255, 2299
256, 2341
257, 2253
258, 2352
259, 2289
260, 2339
261, 2299
262, 2335
263, 2313
264, 2373
265, 2317
266, 2252
267, 2276
268, 2223
269, 2358
270, 2346
271, 2339
272, 2271
273, 2259
274, 2235
275, 2284
276, 2178
277, 2287
278, 2148
279, 2205
280, 2217
281, 2204
282, 2305
283, 2322
284, 2175
285, 2214
286, 2250
287, 2295
288, 2188
289, 2157
290, 2181
291, 2323
292, 2264
293, 2278
294, 2241
295, 2259
296, 2221
297, 2116
298, 2234
299, 2132
300, 2176
301, 2129
302, 2137
303, 2155
304, 2080
305, 2154
306, 2191
307, 2151
308, 2204
309, 2195
310, 2137
311, 2086
312, 2083
313, 2126
314, 2131
315, 2047
316, 1998
317, 2078
318, 2131
319, 2138
320, 2106
321, 1999
322, 2064
323, 2042
324, 2074
325, 2070
326, 2063
327, 2012
328, 2072
329, 2071
330, 2038
331, 2048
332, 2038
333, 1991
334, 1987
335, 2015
336, 2000
337, 1977
338, 2001
339, 2083
340, 2008
341, 2008
342, 1929
343, 2029
344, 1928
345, 1994
346, 1937
347, 2020
348, 1911
349, 1958
350, 1855
351, 1976
352, 1812
353, 1889
354, 1936
355, 1852
356, 1986
357, 1900
358, 1976
359, 1940
360, 1912
361, 1794
362, 1891
363, 1919
364, 1889
365, 1930
