5.0000	0.0000019904
7.3390	0.00000059720
10.772	0.00000018229
15.811	0.00000013242
23.208	0.00000013357
34.065	0.00000011998
50.000	0.00000010131
73.390	0.00000014225
107.72	0.00000010904
158.11	0.00000011950
232.08	0.00000013754
340.65	0.00000012724
500.00	0.000000092393
733.90	0.00000014092
1077.2	0.00000011019
1581.1	0.00000010568
2320.8	0.00000012726
3406.5	0.000000088301
5000.0	0.000000051619
7339.0	0.000000049843
10772	0.000000073156
15811	0.000000021368
23208	0.000000011770
34065	0.000000010413
50000	0.000000028330
73390	0.0000000051514
